Loading core dump: C:\WAVEE\WaveeMusic\.tmp-dumps\ui-20260517-212245.dmp ...
Statistics:
          MT   Count TotalSize Class Name
7ffc4bf58438       1        24 Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+ImageVariant[]
7ffc4bf586f0       1        24 Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+Images+<>c
7ffc4bf58b50       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+Images>+<>c__DisplayClass2_0
7ffc4bf58c68       1        24 Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+ImageVariant+<>c
7ffc4bf58e18       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+ImageVariant>+<>c__DisplayClass2_0
7ffc4bf58ec0       1        24 Google.Protobuf.FieldCodec+<>c__DisplayClass32_0<Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+ImageVariant>
7ffc4bf59030       1        24 Google.Protobuf.FieldCodec+<>c__32<Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+ImageVariant>
7ffc4bf59700       1        24 System.Collections.Generic.GenericEqualityComparer<Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+Attribute>
7ffc4bf597e8       1        24 Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+Attribute[]
7ffc4bf59aa0       1        24 Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+Attributes+<>c
7ffc4bf59f00       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+Attributes>+<>c__DisplayClass2_0
7ffc4bf5a018       1        24 Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+Attribute+<>c
7ffc4bf5a1c8       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+Attribute>+<>c__DisplayClass2_0
7ffc4bf5a270       1        24 Google.Protobuf.FieldCodec+<>c__DisplayClass32_0<Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+Attribute>
7ffc4bf5a3e0       1        24 Google.Protobuf.FieldCodec+<>c__32<Wavee.Protocol.ExtendedMetadata.ListMetadataV2+Types+Attribute>
7ffc4a6009c0       1        24 Newtonsoft.Json.Serialization.DefaultSerializationBinder
7ffc4a6065b8       1        24 Newtonsoft.Json.Converters.EntityKeyMemberConverter
7ffc4a6067b0       1        24 Newtonsoft.Json.Converters.ExpandoObjectConverter
7ffc4a606fe8       1        24 Newtonsoft.Json.Converters.BinaryConverter
7ffc4a607158       1        24 Newtonsoft.Json.Converters.DataSetConverter
7ffc4a6072f0       1        24 Newtonsoft.Json.Converters.DataTableConverter
7ffc4a6074c0       1        24 Newtonsoft.Json.Converters.DiscriminatedUnionConverter
7ffc4a607680       1        24 Newtonsoft.Json.Converters.KeyValuePairConverter
7ffc4a6077f8       1        24 Newtonsoft.Json.Converters.BsonObjectIdConverter
7ffc4a607a10       1        24 Newtonsoft.Json.Converters.RegexConverter
7ffc4ab85d10       1        24 ABI.Microsoft.UI.Xaml.Input.TappedRoutedEventArgsRcwFactoryAttribute
7ffc4ab86440       1        24 ABI.Microsoft.UI.Xaml.Controls.Primitives.ScrollPresenterRcwFactoryAttribute
7ffc4abb50a8       1        24 System.Collections.Generic.EnumEqualityComparer<Wavee.UI.WinUI.Data.Models.NotificationSeverity>
7ffc4abb5ab8       1        24 System.Collections.Generic.EnumEqualityComparer<Wavee.UI.WinUI.Data.Models.ActivityStatus>
7ffc489104c0       1        24 Wavee.UI.WinUI.Data.Contexts.ActivityService+<>c
7ffc4abb88d8       1        24 ABI.Microsoft.UI.Xaml.Media.Animation.DoubleKeyFrameCollectionRcwFactoryAttribute
7ffc4abbc0b0       1        24 ABI.System.Collections.Generic.IListMethods<Microsoft.UI.Xaml.Media.Animation.DoubleKeyFrame, System.IntPtr>+DelegateHelper+<>c
7ffc4af12b80       1        24 Microsoft.Win32.SafeHandles.SafeFileHandle+OverlappedValueTaskSource+<>c
7ffc4afa1e00       1        24 System.Data.Common.DbCommand+<>c
7ffc488c66a0       1        24 Wavee.UI.WinUI.Services.TrackMetadataEnricher+<>c
7ffc4afa3a18       1        24 System.Collections.Generic.NullableEqualityComparer<System.DateTimeOffset>
7ffc4b1d8c10       1        24 System.Collections.Generic.KeyValuePair<System.String, Wavee.Connect.PendingRequest>[]
7ffc4b997e78       1        24 ABI.Microsoft.UI.Xaml.Controls.TabViewItemRcwFactoryAttribute
7ffc4b99b050       1        24 Microsoft.Extensions.Logging.Logger<Wavee.UI.WinUI.ViewModels.AlbumViewModel>
7ffc4b99e3d8       1        24 Wavee.UI.Contracts.AlbumMerchItemResult[]
7ffc487dee88       1        24 Wavee.UI.WinUI.ViewModels.AlbumViewModel+<>c
7ffc4b99e920       1        24 Microsoft.Extensions.Logging.Logger<Wavee.UI.WinUI.Views.AlbumPage>
7ffc4c2199c8       1        24 Microsoft.Extensions.Logging.Logger<Wavee.UI.WinUI.Services.RecentlyPlayedService>
7ffc4c21a220       1        24 Microsoft.Extensions.Logging.Logger<Wavee.UI.WinUI.ViewModels.HomeViewModel>
7ffc48812c68       1        24 Wavee.UI.WinUI.ViewModels.HomeViewModel+<>c
7ffc4c21c9d0       1        24 CommunityToolkit.Mvvm.Messaging.Internals.MessageHandlerDispatcher+For<System.Object, Wavee.UI.WinUI.Data.Messages.HomeLocalFilesVisibilityChangedMessage>
7ffc4c21dfa8       1        24 Wavee.UI.WinUI.ViewModels.Home.BrowseAllGroup[]
7ffc48858ad8       1        24 Wavee.UI.WinUI.ViewModels.Home.HomeHeroAdapter+<>c
7ffc4c2438a0       1        24 System.Collections.Generic.ObjectEqualityComparer<Wavee.UI.WinUI.ViewModels.Home.SideCardItem>
7ffc4c243988       1        24 Microsoft.Extensions.Logging.Logger<Wavee.UI.WinUI.Views.HomePage>
7ffc4c243e20       1        24 System.WeakReference<Wavee.UI.WinUI.Views.HomePage+HomePage_obj1_Bindings>
7ffc4c246d30       1        24 Klankhuis.Hero.Controls.HeroCarousel+<>c
7ffc4c2470d8       1        24 Klankhuis.Hero.Controls.SideCard+<>c
7ffc487d8c10       1        24 Wavee.UI.WinUI.Views.Home.HomeRegionView+<>c
7ffc487d89f0       1        24 Wavee.UI.WinUI.Views.Home.BrowseAllSection+<>c
7ffc4c24e6e8       1        24 System.Collections.Generic.ObjectEqualityComparer<Wavee.UI.WinUI.Controls.Sidebar.ISidebarItemModel>
7ffc4c2609a0       1        24 ABI.Microsoft.UI.Xaml.Controls.PipsPagerSelectedIndexChangedEventArgsRcwFactoryAttribute
7ffc4c27ee88       1        24 Wavee.Core.Http.Pathfinder.HomeJsonContext+<>c
7ffc4c2907b8       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeResponseData>+<>c__DisplayClass10_0
7ffc4c291d18       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomePayload>+<>c__DisplayClass10_0
7ffc4c293a28       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeGreeting>+<>c__DisplayClass10_0
7ffc4c293dd0       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeSectionContainer>+<>c__DisplayClass10_0
7ffc4c296570       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeSectionsPage>+<>c__DisplayClass10_0
7ffc4c297b00       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeSectionEntry>>+<>c__DisplayClass10_0
7ffc4c29a398       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeSectionData>+<>c__DisplayClass10_0
7ffc4c29a740       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeSectionItemsPage>+<>c__DisplayClass10_0
7ffc4c29f760       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeSectionItemEntry>>+<>c__DisplayClass10_0
7ffc4c2b2158       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeEntityWrapper>+<>c__DisplayClass10_0
7ffc4c2b2500       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeFormatListAttribute>>+<>c__DisplayClass10_0
7ffc4c2b3ac0       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeEntityData>+<>c__DisplayClass10_0
7ffc4c2b6040       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeIdentityTrait>+<>c__DisplayClass10_0
7ffc4c2b63e8       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeVisualIdentityTrait>+<>c__DisplayClass10_0
7ffc4c2b6790       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeEntityTypeTrait>+<>c__DisplayClass10_0
7ffc4c2b6b38       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeTypedEntity>+<>c__DisplayClass10_0
7ffc4c2b6ee0       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeEpisodeData>+<>c__DisplayClass10_0
7ffc4c2b8500       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeContributors>+<>c__DisplayClass10_0
7ffc4c2b9a90       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeContributorItem>>+<>c__DisplayClass10_0
7ffc4c2bcdc8       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeSquareCoverImage>+<>c__DisplayClass10_0
7ffc4c2be700       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeImageV2Wrapper>+<>c__DisplayClass10_0
7ffc4c2beaa8       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeOriginalInstance>>+<>c__DisplayClass10_0
7ffc4c2c0018       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeImageV2Data>+<>c__DisplayClass10_0
7ffc4c2c15a8       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeImageV2Source>>+<>c__DisplayClass10_0
7ffc4c2c58a0       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeFlatFile>+<>c__DisplayClass10_0
7ffc4c2c8810       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.Dictionary<System.String, System.Text.Json.JsonElement>>+<>c__DisplayClass10_0
7ffc4c2ccd58       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeDurationMs>+<>c__DisplayClass10_0
7ffc4c2cd100       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomePlayedState>+<>c__DisplayClass10_0
7ffc4c2cd4a8       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeIsoDate>+<>c__DisplayClass10_0
7ffc4c2cd850       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomePodcastWrapper>+<>c__DisplayClass10_0
7ffc4c2e0da0       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeColorValue>+<>c__DisplayClass10_0
7ffc4c2e7a10       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeShowData>+<>c__DisplayClass10_0
7ffc4c2ee4f8       1        24 Wavee.Core.Http.Pathfinder.HomeVariablesJsonContext+<>c
7ffc4cf701e0       1        24 Wavee.Core.Http.Pathfinder.ConcertDetailArtistWrapper[]
7ffc4cf702a0       1        24 Wavee.Core.Http.Pathfinder.ConcertPopularAlbum[]
7ffc4cf70430       1        24 Wavee.Core.Http.Pathfinder.ConcertFeaturedPlaylistWrapper[]
7ffc4cf704f0       1        24 Wavee.Core.Http.Pathfinder.ConcertFeaturedPlaylistImageItem[]
7ffc4cf70850       1        24 Wavee.Core.Http.Pathfinder.ConcertConcept[]
7ffc4cf70a60       1        24 Wavee.Core.Http.Pathfinder.ConcertOffer[]
7ffc4cf70bd0       1        24 Wavee.Core.Http.Pathfinder.RelatedConcertWrapper[]
7ffc4ced7e38       1        24 Wavee.UI.WinUI.Data.Contexts.ConcertService+<>c
7ffc4cf75820       1        24 System.Linq.Enumerable+EnumerableSorter<Wavee.Core.Http.Pathfinder.ConcertConcept>+<>c
7ffc487eb850       1        24 Wavee.UI.WinUI.ViewModels.ConcertViewModel+<>c
7ffc4cf77738       1        24 System.Collections.Generic.ObjectEqualityComparer<Wavee.UI.WinUI.ViewModels.ConcertArtistVm>
7ffc4cf77f28       1        24 Wavee.UI.WinUI.ViewModels.ConcertAlbumVm[]
7ffc4cf7a318       1        24 CommunityToolkit.WinUI.Controls.TokenItem+<>c
7ffc48823538       1        24 Wavee.UI.WinUI.ViewModels.SettingsViewModel+<>c
7ffc4d5a6c40       1        24 ABI.Microsoft.UI.Xaml.Controls.NavigationViewSelectionChangedEventArgsRcwFactoryAttribute
7ffc4d5ad2d8       1        24 System.WeakReference<Wavee.UI.WinUI.Controls.Settings.GeneralSettingsSection+GeneralSettingsSection_obj1_Bindings>
7ffc489117a0       1        24 Wavee.UI.WinUI.Data.Contexts.AlbumTrackResultJsonContext+<>c
7ffc4de42ed8       1        24 Wavee.UI.Models.PodcastCommentAvatarDto[]
7ffc4d9e9750       1        24 ABI.Microsoft.UI.Xaml.Controls.AppBarButtonRcwFactoryAttribute
7ffc4da18110       1        24 Wavee.Core.Http.RecentlyPlayedJsonContext+<>c
7ffc4da19bc0       1        24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.RecentlyPlayedContext>>+<>c__DisplayClass10_0
7ffc4da1c1e0       1        24 Wavee.Core.Http.RecentlyPlayedContext[]
7ffc48930328       1        24 Wavee.UI.WinUI.Data.Contexts.PodcastService+<>c
7ffc4e1dcf38       1        24 Wavee.Protocol.Playback.AutoplayContextRequest+<>c
7ffc4e1dd1e0       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.Playback.AutoplayContextRequest>+<>c__DisplayClass2_0
7ffc49738b30       1        24 WinRT.StructTypeDetails<Microsoft.UI.Xaml.CornerRadius, Microsoft.UI.Xaml.CornerRadius>
7ffc4973a288       1        24 WinRT.Marshaler<Microsoft.UI.Xaml.CornerRadius>+<>c
7ffc4973b500       1        24 ABI.Microsoft.UI.Xaml.Controls.CheckBoxRcwFactoryAttribute
7ffc4973be88       1        24 Microsoft.Extensions.Logging.Logger<Wavee.UI.WinUI.Services.UpdateService>
7ffc4973dcd0       1        24 ABI.Windows.ApplicationModel.PackageRcwFactoryAttribute
7ffc4973e5f0       1        24 ABI.Windows.ApplicationModel.PackageIdRcwFactoryAttribute
7ffc4973ed50       1        24 Microsoft.Extensions.Logging.Logger<Wavee.UI.WinUI.ViewModels.SettingsViewModel>
7ffc497416d0       1        24 Wavee.UI.WinUI.ViewModels.PastLogFile[]
7ffc497442f8       1        24 System.Collections.Generic.GenericEqualityComparer<System.Int64>
7ffc49745cc8       1        24 ABI.Microsoft.UI.Input.InputNonClientPointerSourceRcwFactoryAttribute
7ffc497468c0       1        24 CommunityToolkit.Mvvm.Messaging.Internals.MessageHandlerDispatcher+For<System.Object, Wavee.UI.WinUI.Data.Messages.UserProfileUpdatedMessage>
7ffc487c4320       1        24 Wavee.UI.WinUI.Views.ShellPage+<>c
7ffc49746b58       1        24 CommunityToolkit.Mvvm.Messaging.Internals.MessageHandlerDispatcher+For<System.Object, Wavee.UI.WinUI.Data.Messages.MainWindowFocusReturnedMessage>
7ffc499475a8       1        24 ABI.Microsoft.UI.Xaml.SizeChangedEventArgsRcwFactoryAttribute
7ffc49948ca8       1        24 ABI.Microsoft.UI.Xaml.Media.MatrixTransformRcwFactoryAttribute
7ffc49dcbc90       1        24 System.Collections.Generic.ObjectEqualityComparer<CommunityToolkit.WinUI.Animations.Expressions.ReferenceNode>
7ffc49dcc330       1        24 System.Collections.Generic.GenericEqualityComparer<Microsoft.UI.Composition.CompositionObject>
7ffc49de11d0       1        24 System.Collections.Generic.EnumEqualityComparer<CommunityToolkit.WinUI.Animations.Expressions.ExpressionNodeType>
7ffc4a593e88       1        24 ABI.Microsoft.UI.Xaml.Media.RectangleGeometryRcwFactoryAttribute
7ffc4a072620       1        24 Wavee.Protocol.ClientToken.ClientTokenResponse+<>c
7ffc4a0727d0       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.ClientToken.ClientTokenResponse>+<>c__DisplayClass2_0
7ffc4a0736b0       1        24 System.Collections.Generic.GenericEqualityComparer<Wavee.Protocol.ClientToken.TokenDomain>
7ffc4a073798       1        24 Wavee.Protocol.ClientToken.TokenDomain[]
7ffc4a073fd0       1        24 Wavee.Protocol.ClientToken.GrantedTokenResponse+<>c
7ffc4a0746e0       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.ClientToken.GrantedTokenResponse>+<>c__DisplayClass2_0
7ffc4a0747f8       1        24 Wavee.Protocol.ClientToken.TokenDomain+<>c
7ffc4a0749c8       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.ClientToken.TokenDomain>+<>c__DisplayClass2_0
7ffc4a076720       1        24 Google.Protobuf.FieldCodec+<>c__DisplayClass32_0<Wavee.Protocol.ClientToken.TokenDomain>
7ffc4a076890       1        24 Google.Protobuf.FieldCodec+<>c__32<Wavee.Protocol.ClientToken.TokenDomain>
7ffc4a079f28       1        24 Wavee.Protocol.Player.Capabilities+<>c
7ffc4a07a1e0       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.Player.Capabilities>+<>c__DisplayClass2_0
7ffc4a07a878       1        24 Google.Protobuf.FieldCodec+<>c
7ffc4a07b010       1        24 Google.Protobuf.FieldCodec<System.String>+<>c
7ffc4a07bf30       1        24 Wavee.Protocol.Player.DeviceInfo+<>c
7ffc4a07c3a0       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.Player.DeviceInfo>+<>c__DisplayClass2_0
7ffc4a07c4b8       1        24 Wavee.Protocol.Player.DeviceAlias+<>c
7ffc4a07c668       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.Player.DeviceAlias>+<>c__DisplayClass2_0
7ffc4a07c710       1        24 Google.Protobuf.FieldCodec+<>c__DisplayClass32_0<Wavee.Protocol.Player.DeviceAlias>
7ffc4a07c880       1        24 Google.Protobuf.FieldCodec+<>c__32<Wavee.Protocol.Player.DeviceAlias>
7ffc4a0932d0       1        24 Wavee.Protocol.Player.PlayerState+<>c
7ffc4a093730       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.Player.PlayerState>+<>c__DisplayClass2_0
7ffc4a093848       1        24 Wavee.Protocol.Player.ProvidedTrack+<>c
7ffc4a0939f8       1        24 Google.Protobuf.MessageParser<Wavee.Protocol.Player.ProvidedTrack>+<>c__DisplayClass2_0
7ffc4a093c10       1        24 Google.Protobuf.FieldCodec+<>c__32<Wavee.Protocol.Player.ProvidedTrack>
7ffc4a095110       1        24 System.Collections.Generic.KeyValuePair<System.String, Wavee.Protocol.Player.DeviceAlias>[]
7ffc4885c840       1        24 Wavee.UI.WinUI.ViewModels.Artist.ArtistTopTracksViewModel+<>c
7ffc4a5780c8       1        24 System.Collections.Generic.ObjectEqualityComparer<Wavee.UI.WinUI.ViewModels.ArtistReleaseVm>
7ffc4a579d78       1        24 System.Collections.Generic.GenericComparer<System.String>
7ffc4a57ad18       1        24 System.Linq.Enumerable+EnumerableSorter<System.Linq.IGrouping<System.String, Wavee.UI.WinUI.ViewModels.LazyReleaseItem>>+<>c
7ffc4a57b960       1        24 System.Collections.Generic.GenericComparer<System.DateTimeOffset>
7ffc4a57c6a8       1        24 System.Linq.Enumerable+EnumerableSorter<Wavee.UI.WinUI.ViewModels.LazyReleaseItem>+<>c
7ffc4885c5b0       1        24 Wavee.UI.WinUI.ViewModels.Artist.ArtistRelatedArtistsViewModel+<>c
7ffc4885c3d8       1        24 Wavee.UI.WinUI.ViewModels.Artist.ArtistExtrasViewModel+<>c
7ffc4a5961d8       1        24 System.Buffers.SharedArrayPool<Wavee.UI.Services.Artists.SpotlightPopularRelease>+<>c
7ffc49a55f68       1        24 ABI.Microsoft.UI.Xaml.Controls.ItemsRepeaterElementClearingEventArgsRcwFactoryAttribute
7ffc4a636ce0       1        24 Newtonsoft.Json.Utilities.ReflectionUtils+<>c
7ffc4a6378b0       1        24 Newtonsoft.Json.Utilities.DynamicReflectionDelegateFactory
